productId,name,active,productFamily,currentCoverageStatus,currentAssignments,resolutionState,candidateCapabilities,missingCapabilities,evidenceSummary,gapType,confidence,revenue,orderLines,unitsSold,reason
1544,Atril de Sentadillas Magnum | HWM®,true,RACK_CAGE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,4649868,18,18,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1545,Squat Rack Magnum | HWM®,true,RACK_CAGE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,8004852,31,33,Deferred evidence is classified as non-publishable (RACK_CAGE); no V1 assignment is applicable.
1546,Half Rack Magnum | HWM®,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,9244227,19,22,Published assignments cover the trusted V1 capability signals observed for the product.
1547,Power Rack Magnum | HWM®,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,16534716,28,39,Published assignments cover the trusted V1 capability signals observed for the product.
1551,Banco Multifunción Leg/Curl Extension ZR Series | PROmachine,true,BENCH,UNMODELED,"{""capabilityCode"":""LEG_CURL"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,PRODUCT_FAMILY:BENCH|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,48012738,171,174,Published assignments cover the trusted V1 capability signals observed for the product.
1578,Par Agarres OCR Pull Up Bars de Madera 60mm | Araknido,true,BODYWEIGHT_GYMNASTICS,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,642058,37,37,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1604,Powerlifting Combo Rack Heavy Duty | KONG,true,RACK_CAGE,UNMODELED,,AMBIGUOUS,,,PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,AMBIGUITY,MEDIUM,17576531,13,15,Pack or multi-use wording prevents a deterministic product-level capability decision.
1619,Pack Dúo Leg Curl/Extension MO 2.0 | Obelix,true,UNKNOWN,UNMODELED,"{""capabilityCode"":""LEG_CURL"",""relationType"":""DIRECT""}|{""capabilityCode"":""LEG_EXTENSION"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LEG_EXTENSION|LEG_CURL,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_CURL|LEG_EXTENSION,,HIGH,11474915,5,5,Published assignments cover the trusted V1 capability signals observed for the product.
1620,Pack Dúo Abductor/Aductor MO 2.0 | Obelix,true,UNKNOWN,UNMODELED,"{""capabilityCode"":""ABDUCTOR"",""relationType"":""DIRECT""}|{""capabilityCode"":""ADDUCTOR"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ADDUCTOR|ABDUCTOR,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ABDUCTOR|ADDUCTOR,,HIGH,10199915,5,5,Published assignments cover the trusted V1 capability signals observed for the product.
1621,Pack 4 Bicicletas de Spinning Training Lite Series | Obelix,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1679960,1,1,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1653,Hip Thrust de Pie MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,"{""capabilityCode"":""HIP_THRUST"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,HIP_THRUST,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:HIP_THRUST,,HIGH,599994,1,1,Published assignments cover the trusted V1 capability signals observed for the product.
1654,V-Squat Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,HIGH,4759972,3,3,Product is a credible dedicated machine for deferred capability SQUAT; the current V1 registry intentionally cannot represent it.
1655,Prensa Pivote Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,0,0,0,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1656,Extensión de Cuádriceps Iso Lateral Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,"{""capabilityCode"":""LEG_EXTENSION"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LEG_EXTENSION,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_EXTENSION,,HIGH,4509953,5,5,Published assignments cover the trusted V1 capability signals observed for the product.
1657,Curl Femoral Acostado Iso Lateral Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,"{""capabilityCode"":""LEG_CURL"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,LEG_CURL,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:LEG_CURL,,HIGH,3959955,5,5,Published assignments cover the trusted V1 capability signals observed for the product.
1658,Prensa Inclinada 45° Lineal Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,5925249,4,4,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1660,Dual Prensa Hack Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,11385946,6,6,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1661,Prensa Hack 35º Lineal Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,0,0,0,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1662,Prensa Vertical 90º Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,1619991,1,1,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1663,Prensa Péndulo Beast | Obelix,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,3639980,2,2,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1664,Multi Fly de Pie MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:SELECTORIZED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,10159935,7,7,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1705,Barra Pull Up Para Puerta 2.0 | Forza,true,BODYWEIGHT_GYMNASTICS,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,561370,35,36,Published assignments cover the trusted V1 capability signals observed for the product.
1707,Squat Rack Ajustable Con Soporte De Fondos | Forza,true,RACK_CAGE,UNMODELED,"{""capabilityCode"":""DIP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:RACK_CAGE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,7025888,68,72,Published assignments cover the trusted V1 capability signals observed for the product.
1708,Trotadora Home FZ100 Pro | Forza,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,11237217.5,36,36,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1807,Par J-Cups Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1599974,48,59,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1808,Landmine de Suelo Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,2050443.5,39,47,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1809,Landmine 1.0 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1152833,42,42,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1810,Barra Pull Up Multigrip Accesorio Delta | HWM®,true,BODYWEIGHT_GYMNASTICS,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,297926.5,9,9,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1811,Polea Crossover Accesorio Delta | HWM®,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,3397468,8,8,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1813,Polea Alta/Remo Accesorio Delta | HWM®,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,2767922,11,11,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1814,Soporte de Barra x1 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,371847,18,20,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1815,Soporte de Barra x2 Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,458875,14,15,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1816,Par de Soportes Para Discos Olímpicos Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,2695050,72,81,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1817,Soporte Para Fondos Accesorio Delta | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,907968,29,30,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1832,Preacher Pad Biceps Curl | Rising,true,UNKNOWN,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|DEFERRED_SIGNAL:BICEPS_CURL|PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,837795,29,29,Deferred evidence is classified as non-publishable (ACCESSORY); no V1 assignment is applicable.
1856,Rack Multifuncional Pull Up / Dip Bar | Rising,true,BODYWEIGHT_GYMNASTICS,UNMODELED,"{""capabilityCode"":""DIP"",""relationType"":""DIRECT""}|{""capabilityCode"":""PULL_UP"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4144719,20,20,Published assignments cover the trusted V1 capability signals observed for the product.
1858,Barra Pull Up de Muro | Rising,true,BODYWEIGHT_GYMNASTICS,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1139886,15,15,Published assignments cover the trusted V1 capability signals observed for the product.
1862,Jaula Smith Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,UNMODELED,"{""capabilityCode"":""PULL_UP"",""relationType"":""SUPPORTED""}",SEMANTIC_COMPLETE,PULL_UP,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:PULL_UP,,HIGH,33081423,60,61,Published assignments cover the trusted V1 capability signals observed for the product.
1880,Dual Bíceps/Tríceps ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,6262535,27,27,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1881,Escalera Home Led S1 Series | Obelix®,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,12119920,9,9,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1884,Squat Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,DEFERRED_SIGNAL:SQUAT|PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,HIGH,9824843,22,22,Product is a credible dedicated machine for deferred capability SQUAT; the current V1 registry intentionally cannot represent it.
1885,Remo Sentado ISO ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,UNMODELED,"{""capabilityCode"":""ROW"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,ROW,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE|TRUSTED_V1_SIGNAL:ROW,,HIGH,13823284,60,60,Published assignments cover the trusted V1 capability signals observed for the product.
1886,T-Bar Row ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,3799875,14,15,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1887,Polea Alta/Remo ZR Series | PROmachine,true,CABLE_MACHINE,UNMODELED,"{""capabilityCode"":""LAT_PULLDOWN"",""relationType"":""DIRECT""}|{""capabilityCode"":""ROW"",""relationType"":""DIRECT""}",SEMANTIC_COMPLETE,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,4455383,14,14,Published assignments cover the trusted V1 capability signals observed for the product.
1918,Trotadora Comercial S1Pro Series TFT Touch | Obelix®,true,CARDIO_MACHINE,UNMODELED,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,PRODUCT_FAMILY:CARDIO_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,11359949,5,6,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1921,Dual Crossover MO 2.0 | Obelix®,true,CABLE_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,2339991,1,1,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1922,Multipower MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,UNMODELED,,ONTOLOGY_GAP,,,PRODUCT_FAMILY:PLATE_LOADED_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,ONTOLOGY_GAP,MEDIUM,9689964,4,4,"Generic training equipment has real utility, but no single current V1 capability expresses its supported movement/function set."
1945,Pack Delta Basics | HWM®,true,UNKNOWN,UNMODELED,,AMBIGUOUS,,,PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,AMBIGUITY,MEDIUM,0,0,0,Pack or multi-use wording prevents a deterministic product-level capability decision.
1946,Pack Delta Pro | HWM®,true,UNKNOWN,UNMODELED,,AMBIGUOUS,,,PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,AMBIGUITY,MEDIUM,2162214,2,2,Pack or multi-use wording prevents a deterministic product-level capability decision.
1947,Pack Alpha Essentials | HWM®,true,UNKNOWN,UNMODELED,,AMBIGUOUS,,,PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,AMBIGUITY,MEDIUM,0,0,0,Pack or multi-use wording prevents a deterministic product-level capability decision.
1948,Pack Alpha Premium | HWM®,true,UNKNOWN,UNMODELED,,AMBIGUOUS,,,PRODUCT_FAMILY:UNKNOWN|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,AMBIGUITY,MEDIUM,0,0,0,Pack or multi-use wording prevents a deterministic product-level capability decision.
1995,Almohadilla Búlgara Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,897502,31,34,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1996,Asiento Polea Accesorio Alpha | HWM®,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,834139,17,17,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1997,Par J-Cups Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,284713,9,9,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1998,Landmine 360º Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1017093,33,42,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
1999,Cable Polea Rack Pro 2.0 Accesorio Alpha | HWM®,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1292238,20,27,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2001,Roller de Antebrazo Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1291214,29,29,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2002,Soporte de Barra x2 Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,242535,12,12,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2003,Soporte de Barra x1 Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,193870,9,13,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2004,Dip Horns Soporte Para Fondos Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1252541,28,28,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2005,Par Spotter Arms Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:MACHINE_ATTACHMENT|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,1547820,18,18,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2006,Polea Lateral Dual Accesorio Alpha | HWM®,true,CABLE_MACHINE,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|MULTIFUNCTION_SIGNAL:AVAILABLE|PRODUCT_FAMILY:CABLE_MACHINE|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,3959912,11,11,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
2007,Barra Pull Up Accesorio Alpha | HWM®,true,BODYWEIGHT_GYMNASTICS,NO_CAPABILITY_APPLICABLE,,VERIFIED_NO_APPLICABLE_CAPABILITY,,,ACCESSORY_OR_SUPPORT_SIGNAL:AVAILABLE|PRODUCT_FAMILY:BODYWEIGHT_GYMNASTICS|STRUCTURED_SEMANTIC_EVIDENCE:AVAILABLE,,HIGH,513322,16,18,Catalog evidence identifies a cardio/accessory/support product without a current V1 strength capability.
