productId,name,active,productFamily,baselineResolutionState,resolutionState,resolved,baselineCandidateCapabilities,expectedV2Concepts,v2ExerciseCapabilities,v2TrainingFunctions,v2ReviewCandidates,gapType,currentCoverageStatus,reason
1945,Pack Delta Basics | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,,AMBIGUITY,UNMODELED,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1946,Pack Delta Pro | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,,AMBIGUITY,UNMODELED,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1947,Pack Alpha Essentials | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,,AMBIGUITY,UNMODELED,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1948,Pack Alpha Premium | HWM®,true,UNKNOWN,AMBIGUOUS,AMBIGUOUS,false,,,,,,AMBIGUITY,UNMODELED,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
1995,Almohadilla Búlgara Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1996,Asiento Polea Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1997,Par J-Cups Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1998,Landmine 360º Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
1999,Cable Polea Rack Pro 2.0 Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BARBELL_SUPPORT|CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2001,Roller de Antebrazo Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2002,Soporte de Barra x2 Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2003,Soporte de Barra x1 Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2004,Dip Horns Soporte Para Fondos Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,BODYWEIGHT_SUPPORT,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2005,Par Spotter Arms Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2006,Polea Lateral Dual Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2007,Barra Pull Up Accesorio Alpha | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2008,Polea Alta/Remo Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2016,Bowl Porta Magnesio Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2017,Barra Pull Up Multigrip Accesorio Alpha | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2018,Prensa Inclinada 45° Unilateral MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,LEG_PRESS,LEG_PRESS,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2019,V-Squat | Peach Builder,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,HACK_SQUAT,HACK_SQUAT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2020,Hip Thrust | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2021,Belt Squat | Peach Builder,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,BELT_SQUAT,BELT_SQUAT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2022,Reverse Hyper | Peach Builder,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,REVERSE_HYPER,REVERSE_HYPER,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2023,Abductor de Pie | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ABDUCTOR,,ABDUCTOR,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2024,Hip Thrust de Pie | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2025,Multi Hip Extension | Peach Builder,true,PLATE_LOADED_MACHINE,DATA_GAP,DATA_GAP,false,,,,,,DATA_GAP,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
2026,Multi Dead Lift | Peach Builder,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,DEADLIFT,DEADLIFT,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2051,Bicicleta Reclinada NextGen EB8800 | Obelix,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2053,Bicicleta de Spinning Home FZPRO | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2055,Bicicleta Reclinada Magnética Home FZLUX | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2056,Elíptica Magnética Home FZLUX | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2057,Bicicleta Estática Magnética Home FZLUX | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2058,Wall Rack Plegable Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,DIP|PULL_UP,BARBELL_SUPPORT,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2059,Barra Pull Ups Multigrip Pro | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2068,Smith Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,GUIDED_BARBELL_SUPPORT,,GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2069,Extensión de Cuádriceps ISO ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_EXTENSION,,LEG_EXTENSION,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2088,Hip Thrust Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2089,3D Hip Thruster Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,HIP_THRUST,HIP_THRUST,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2091,Pull Over Beast | Obelix,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,PULLOVER,PULLOVER,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2092,T-Bar Row Beast | Obelix,true,PLATE_LOADED_MACHINE,RULE_GAP,SEMANTIC_COMPLETE,true,ROW,,ROW,,,RULE_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2096,Par Paralelas Triple Grip | Rising,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,PULL_UP,BODYWEIGHT_SUPPORT,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2111,Landmine Ball 360 | Rising,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2128,Par Collarines Olímpico Magnéticos | Rising,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2133,Smith Machine Half Rack ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,GUIDED_BARBELL_SUPPORT,,CABLE_RESISTANCE|GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2134,Multifuncional Smith ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,GUIDED_BARBELL_SUPPORT,,CABLE_RESISTANCE|GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2139,Polea Dual Multifuncional 70kg ZR Series | PROmachine,true,CABLE_MACHINE,DATA_GAP,DATA_GAP,false,,,,CABLE_RESISTANCE,,DATA_GAP,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
2140,Banco Hip Thrust 3.0 ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2141,Banco Hip Thrust/Nordic Curl ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2142,Polea Alta/Remo 70kg ZR Series | PROmachine,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,LAT_PULLDOWN|ROW,CABLE_RESISTANCE,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2143,Banco Hip Thrust 1.0 ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2182,Multifuncional Trainer ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,,PULL_UP,CABLE_RESISTANCE,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2187,Trotadora Comercial S1 Series LED - 2da Selección | Obelix® (OB260-SU40-3),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2188,Prensa Horizontal Sentado MO 2.0 - 2da Selección | Obelix® (OB-MO2-S12-SU40-2),true,PLATE_LOADED_MACHINE,ONTOLOGY_GAP,SEMANTIC_COMPLETE,true,,LEG_PRESS,LEG_PRESS,,,ONTOLOGY_GAP,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2194,Eliptica Comercial S1 Series LED - 2da Selección | Obelix® (OB9001-SU40-1),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2195,Pack 3 Agarres Ergonómicos - Accesorio Polea | Obelix,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,CABLE_RESISTANCE,,,NO_CAPABILITY_APPLICABLE,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2203,Dual Cuádriceps / Femoral Acostado MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,NEEDS_REVIEW,NEEDS_REVIEW,false,LEG_CURL|LEG_EXTENSION,,LEG_CURL,CABLE_RESISTANCE,,QUALITY_REVIEW,INSUFFICIENT_EVIDENCE,Evidence remains unresolved under precision-first policy; no weak assignment was forced.
2261,Par Anillas Olímpicas de Gimnasia Madera - 2da Selección (Wodstock) | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2290,Trotadora Comercial S1 Series TFT Touch - 2da Selección | Obelix® (OB260A-SU40-2),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2295,Air Row Hurricane HWM®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2296,Air Ski Hurricane HWM®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2297,Air Bike Hurricane 3.0 HWM®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2300,Polea Alta V8 Series - 2da Selección | Obelix (V8-522-SU40-2),true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LAT_PULLDOWN,,LAT_PULLDOWN,CABLE_RESISTANCE,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2301,Curl Femoral Sentado MO 2.0 - 2da Selección Obelix® (OB-MO2-S14-SU45-1),true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL,,LEG_CURL,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2302,Hip Thrust Beast - 2da Selección Obelix (OB-BT82032A-SU40-1),true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,,HIP_THRUST,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
2304,Bicicleta Estática Magnética Home FZLUX - 2da Selección Forza (FZ8512-SU40-1),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,,UNMODELED,"V2 Product Truth is covered by preserved V1 semantics, an approved V2 capability/function, or a validated rule closure."
