productId,name,active,productFamily,baselineResolutionState,resolutionState,resolved,baselineCandidateCapabilities,v21ExerciseCapabilities,v21TrainingFunctions,v21ReviewCandidates,gapType,exactBlocker,requiredFutureEvidenceOrAction,reason
1999,Cable Polea Rack Pro 2.0 Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BARBELL_SUPPORT|CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2001,Roller de Antebrazo Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2002,Soporte de Barra x2 Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2003,Soporte de Barra x1 Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2004,Dip Horns Soporte Para Fondos Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2005,Par Spotter Arms Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2006,Polea Lateral Dual Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2007,Barra Pull Up Accesorio Alpha | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2008,Polea Alta/Remo Accesorio Alpha | HWM®,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2016,Bowl Porta Magnesio Accesorio Alpha | HWM®,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2017,Barra Pull Up Multigrip Accesorio Alpha | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2018,Prensa Inclinada 45° Unilateral MO 2.0 | Obelix®,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_PRESS,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2019,V-Squat | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HACK_SQUAT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2020,Hip Thrust | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2021,Belt Squat | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,BELT_SQUAT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2022,Reverse Hyper | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,REVERSE_HYPER,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2023,Abductor de Pie | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ABDUCTOR,ABDUCTOR,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2024,Hip Thrust de Pie | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2025,Multi Hip Extension | Peach Builder,true,PLATE_LOADED_MACHINE,DATA_GAP,DATA_GAP,false,,,,,DATA_GAP,"The trusted structured input names hip extension but lacks the mechanism needed to distinguish hip thrust, reverse hyper or another current capability.","Obtain trusted mechanism/module metadata; if it is a distinct movement, evaluate a future ontology change.","Hip Extension is not synonymous with HIP_THRUST, and no current V2 capability can be defended without the missing mechanism fact."
2026,Multi Dead Lift | Peach Builder,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DEADLIFT,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2051,Bicicleta Reclinada NextGen EB8800 | Obelix,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2053,Bicicleta de Spinning Home FZPRO | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2055,Bicicleta Reclinada Magnética Home FZLUX | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2056,Elíptica Magnética Home FZLUX | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2057,Bicicleta Estática Magnética Home FZLUX | Forza,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2058,Wall Rack Plegable Alpha | HWM®,true,RACK_CAGE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,DIP|PULL_UP,BARBELL_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2059,Barra Pull Ups Multigrip Pro | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2068,Smith Machine ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2069,Extensión de Cuádriceps ISO ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_EXTENSION,LEG_EXTENSION,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2088,Hip Thrust Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2089,3D Hip Thruster Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HIP_THRUST,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2091,Pull Over Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,PULLOVER,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2092,T-Bar Row Beast | Obelix,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,ROW,ROW,,,RULE_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2096,Par Paralelas Triple Grip | Rising,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,PULL_UP,BODYWEIGHT_SUPPORT,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2111,Landmine Ball 360 | Rising,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2128,Par Collarines Olímpico Magnéticos | Rising,true,MACHINE_ATTACHMENT,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2133,Smith Machine Half Rack ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2134,Multifuncional Smith ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|GUIDED_BARBELL_SUPPORT,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2139,Polea Dual Multifuncional 70kg ZR Series | PROmachine,true,CABLE_MACHINE,DATA_GAP,SEMANTIC_COMPLETE,true,,,CABLE_RESISTANCE|MULTI_DIRECTIONAL_RESISTANCE,,DATA_GAP,The input exposed cable resistance but did not encode dual adjustable geometry.,None for current V2 semantics; exercise modules require separate trusted evidence.,Dual canonical naming plus the structured 2:1/1:1 cable-ratio feature establishes two usable cable paths. No explicit exercise module is present.
2140,Banco Hip Thrust 3.0 ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2141,Banco Hip Thrust/Nordic Curl ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2142,Polea Alta/Remo 70kg ZR Series | PROmachine,true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LAT_PULLDOWN|ROW,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2143,Banco Hip Thrust 1.0 ZR Series | PROmachine,true,BENCH,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2182,Multifuncional Trainer ZR Series | PROmachine,true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,PULL_UP,PULL_UP,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2187,Trotadora Comercial S1 Series LED - 2da Selección | Obelix® (OB260-SU40-3),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2188,Prensa Horizontal Sentado MO 2.0 - 2da Selección | Obelix® (OB-MO2-S12-SU40-2),true,PLATE_LOADED_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,,LEG_PRESS,,,ONTOLOGY_GAP,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2194,Eliptica Comercial S1 Series LED - 2da Selección | Obelix® (OB9001-SU40-1),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2195,Pack 3 Agarres Ergonómicos - Accesorio Polea | Obelix,true,CABLE_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2203,Dual Cuádriceps / Femoral Acostado MO 2.0 | Obelix®,true,SELECTORIZED_MACHINE,NEEDS_REVIEW,SEMANTIC_COMPLETE,true,LEG_CURL|LEG_EXTENSION,LEG_CURL|LEG_EXTENSION,CABLE_RESISTANCE,,QUALITY_REVIEW,The explicit quadriceps module was retained as a review candidate while LEG_CURL was already assigned.,None for current V2 semantics.,The canonical dual product name identifies both the leg-extension and prone leg-curl modules; V2.1 adds LEG_EXTENSION and preserves LEG_CURL.
2261,Par Anillas Olímpicas de Gimnasia Madera - 2da Selección (Wodstock) | HWM®,true,BODYWEIGHT_GYMNASTICS,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2290,Trotadora Comercial S1 Series TFT Touch - 2da Selección | Obelix® (OB260A-SU40-2),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2295,Air Row Hurricane HWM®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2296,Air Ski Hurricane HWM®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2297,Air Bike Hurricane 3.0 HWM®,true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2300,Polea Alta V8 Series - 2da Selección | Obelix (V8-522-SU40-2),true,CABLE_MACHINE,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LAT_PULLDOWN,LAT_PULLDOWN,CABLE_RESISTANCE,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2301,Curl Femoral Sentado MO 2.0 - 2da Selección Obelix® (OB-MO2-S14-SU45-1),true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,LEG_CURL,LEG_CURL,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2302,Hip Thrust Beast - 2da Selección Obelix (OB-BT82032A-SU40-1),true,UNKNOWN,SEMANTIC_COMPLETE,SEMANTIC_COMPLETE,true,HIP_THRUST,HIP_THRUST,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
2304,Bicicleta Estática Magnética Home FZLUX - 2da Selección Forza (FZ8512-SU40-1),true,CARDIO_MACHINE,VERIFIED_NO_APPLICABLE_CAPABILITY,VERIFIED_NO_APPLICABLE_CAPABILITY,true,,,,,,No unresolved blocker; baseline resolution is preserved.,None.,Preserved from the A00.6.6 resolved baseline.
